
"Station Data"
Network,USUWX
"Station ID",1
"Station Name","USU Environmental Observatory"

"User Options"
"Data Type",dly
Units,english
Time,"local standard"
"Time Info","Local time is reported as Standard Time. These reports do not account for Daylight Savings"
"Missing Variable",M
"Trace Variable",T

"Start Date/End Date"
"Start Date",2018-02-07
"End Date",2025-12-08


date_time,airt_avg,netrad_avg,precip,pressure,rh_max,rh_min,swup_avg,winds_avg,winds_max
2018-02-07,44.2,25.553545455,0,868,52,0,53.111545455,1.566,8.948
2018-02-08,45.7,21.2205,0,864,61,33,83.217791667,2.237,17.448
2018-02-09,48.7,10.910333333,0,855,45,24,61.159208333,3.132,18.119
2018-02-10,34.7,37.422083333,0,855,70,26,122.069,2.684,19.461
2018-02-11,31.5,17.21,0,854,61,32,96.737791667,2.013,12.527
2018-02-12,35.1,23.333416667,0,850,87,39,72.720833333,2.013,9.619
2018-02-13,32.7,36.595583333,0,862,84,47,117.62683333,2.237,8.5
2018-02-14,36.1,8.4404166667,0,857,79,29,59.113541667,2.461,18.567
2018-02-15,30.7,8.2892083333,0.01,861,89,43,52.365291667,2.237,16.33
2018-02-16,27.9,11.309916667,0,863,64,28,79.780416667,3.132,13.198
2018-02-17,42.3,43.595166667,0,857,50,19,115.32283333,2.684,16.553
2018-02-18,37.4,-17.07245833,0.01,844,96,20,5.8270416667,2.237,28.633
2018-02-19,23.2,-41.37270833,0,843,96,64,18.620708333,0.895,7.158
2018-02-20,15.4,-42.5125,0,856,89,51,36.314041667,1.566,17.001
2018-02-21,13.1,-41.19741667,0.06,860,74,52,79.121,3.132,17.224
2018-02-22,16.2,-10.66595833,0,855,90,59,95.844083333,2.461,15.435
2018-02-23,19.4,-16.1935,0,857,92,76,41.446125,1.79,8.053
2018-02-24,20.3,1.0664166667,0,857,88,46,93.023083333,2.237,14.54
2018-02-25,25.2,12.705916667,0.03,859,89,35,152.91108333,2.237,13.422
2018-02-26,32.9,4.2712083333,0.22,852,84,37,81.912416667,2.461,14.764
2018-02-27,27.1,18.115375,0.11,855,95,71,82.05125,1.566,7.829
2018-02-28,24.1,28.791708333,0.11,857,89,44,158.57341667,1.79,15.435
2018-03-01,30.9,3.9952083333,0.01,855,81,43,96.416791667,2.908,14.764
2018-03-02,37.2,-1.897375,0.06,850,97,34,44.678875,3.132,19.685
2018-03-03,28.6,-7.694291667,0.24,851,97,77,64.126375,1.118,8.053
2018-03-04,27.5,2.621625,0.26,855,95,51,81.202541667,2.237,14.764
2018-03-05,28.9,20.27025,0.06,864,75,40,145.16695833,1.566,9.619
2018-03-06,27.7,4.2104166667,0,866,73,41,180.4265,2.013,11.856
2018-03-07,25.5,8.5488333333,0,863,73,50,182.28783333,2.908,21.027
2018-03-08,31.5,10.262375,0,858,87,39,141.843125,1.566,7.382
2018-03-09,41.7,29.318333333,0,854,74,33,145.72391667,1.79,8.277
2018-03-10,40.5,50.654291667,0,858,78,36,185.76745833,1.79,9.619
2018-03-11,39.6,55.625708333,0,861,66,34,155.024375,1.79,9.619
2018-03-12,41.7,87.829625,0,863,82,44,201.91970833,1.79,8.948
2018-03-13,45,70.178541667,0,859,80,35,171.839875,2.684,19.461
2018-03-14,46.4,32.100291667,0.14,850,98,38,74.294625,3.355,29.08
2018-03-15,34.5,40.422083333,0.63,849,98,69,80.558291667,1.342,6.711
2018-03-16,38.8,132.12966667,0.08,851,97,31,210.070125,2.237,13.869
2018-03-17,37.2,41.377333333,0.06,850,91,36,70.059208333,3.132,25.054
2018-03-18,32.2,62.6,0.01,856,87,45,133.73129167,2.684,15.659
2018-03-19,35.2,51.0575,0,861,85,37,136.94220833,2.013,10.514
2018-03-20,39.9,78.7625,0,858,61,27,155.28879167,2.461,12.303
2018-03-21,43.5,65.978666667,0.02,855,79,49,114.42479167,2.684,17.001
2018-03-22,50,35.2235,0.28,853,91,49,62.40325,3.803,25.277
2018-03-23,42.4,107.07925,0.63,855,96,40,137.92245833,2.461,11.856
2018-03-24,41.7,52.139583333,0.01,851,85,37,84.00025,3.355,19.238
2018-03-25,32.7,43.113041667,0.06,852,95,73,53.379041667,1.566,10.29
2018-03-26,32.2,147.317875,0.31,859,93,49,174.572,1.566,15.435
2018-03-27,36.5,176.05083333,0,862,69,30,242.91508333,2.684,15.435
2018-03-28,45.3,141.94041667,0,859,69,22,183.37820833,2.684,18.79
2018-03-29,45.5,159.02083333,0,861,51,29,216.545375,2.461,14.764
2018-03-30,50,168.98829167,0,860,59,28,216.317125,2.013,14.764
2018-03-31,54.1,111.74225,0,857,47,23,148.432625,2.013,18.119
2018-04-01,51.3,176.15818182,0,853,72,27,248.55583333,2.237,15.211
2018-04-02,44.1,20.387083333,0.13,849,91,27,62.11225,3.803,22.369
2018-04-03,34,121.39708333,0,861,51,15,262.75125,2.461,12.527
2018-04-04,45,42.36725,0,859,49,24,91.620625,2.013,10.066
2018-04-05,49.8,66.622291667,0,857,62,29,130.854125,2.461,15.882
2018-04-06,47.3,53.025833333,0.56,853,96,62,76.825583333,1.342,7.829
2018-04-07,49.8,38.973125,0.28,850,93,47,64.72125,2.237,22.369
2018-04-08,43.9,58.143916667,0.07,856,82,45,97.638333333,2.461,17.001
2018-04-09,45.5,129.875,0,864,79,29,259.609625,2.013,11.185
2018-04-10,50.2,63.229166667,0,860,57,30,147.34695833,2.908,16.777
2018-04-11,55.2,87.802083333,0,852,58,25,164.66308333,2.461,12.527
2018-04-12,38.5,22.444458333,0.77,848,96,32,69.363375,2.684,20.58
2018-04-13,37.4,62.432875,0.04,862,77,30,136.55454167,2.461,12.303
2018-04-14,43,86.424208333,0,865,65,37,171.26575,2.237,10.514
2018-04-15,51.6,94.141875,0,855,68,16,197.03625,3.355,17.672
2018-04-16,53.6,107.41841667,0,846,95,14,210.46504167,4.921,27.291
2018-04-17,37,90.814375,0.09,856,97,24,165.32404167,3.132,20.132
2018-04-18,41.9,132.32125,0,861,60,24,268.651125,2.908,17.448
2018-04-19,52.9,95.044791667,0,852,50,15,190.767125,2.684,17.001
2018-04-20,52.9,94.27725,0,854,56,24,188.09133333,2.461,14.54
2018-04-21,54.3,158.07029167,0,861,55,22,299.84258333,2.461,13.198
2018-04-22,57.7,160.74375,0,858,55,17,302.61,3.132,17.895
2018-04-23,51.8,176.52429167,0.18,860,90,22,301.16070833,3.355,25.501
2018-04-24,49.3,161.49041667,0,865,82,23,310.88858333,2.908,17.895
2018-04-25,54.3,152.22333333,0,862,46,13,301.16783333,2.908,19.909
2018-04-26,58.1,160.67995833,0,861,53,17,312.01616667,2.908,18.119
2018-04-27,63.3,165.82041667,0,855,39,12,313.52408333,3.132,18.567
2018-04-28,66.9,160.38166667,0,849,46,12,294.22875,3.132,21.698
2018-04-29,51.3,143.93354167,0,850,69,26,269.381875,2.461,17.448
2018-04-30,40.6,71.490291667,0.52,852,94,64,107.33354167,2.461,12.527
2018-05-01,44.8,127.59666667,0,852,86,26,266.093,2.461,14.987
2018-05-02,45.7,94.896291667,0.08,853,82,33,184.47020833,2.013,21.251
2018-05-03,52.3,169.52791667,0,860,77,28,314.70108333,2.684,12.751
2018-05-04,57.2,163.365,0,865,60,18,307.32670833,2.908,16.777
2018-05-05,61.9,133.74583333,0,862,52,19,254.233625,3.132,19.461
2018-05-06,68.2,155.2,0,858,44,12,281.18870833,3.132,17.672
2018-05-07,65.1,161.61041667,0,860,45,19,291.61175,2.908,14.316
2018-05-08,61.9,183.47958333,0,861,52,19,337.245625,2.684,14.316
2018-05-09,66.2,169.347,0,856,55,15,292.63566667,2.908,20.132
2018-05-10,62.4,102.63241667,0.02,853,74,25,187.28295833,2.237,17.448
2018-05-11,46.6,30.184916667,0.69,851,95,71,49.174416667,1.566,10.29
2018-05-12,45.9,83.848125,0.53,852,97,59,128.75495833,1.79,11.632
2018-05-13,50.4,172.28258333,0,856,89,29,295.23995833,3.132,22.146
2018-05-14,54.3,139.14583333,0,858,78,29,266.174375,2.461,15.882
2018-05-15,57.6,177.26454167,0,858,84,27,313.019625,2.684,19.461
2018-05-16,61.5,182.64625,0,856,67,19,334.606125,3.132,17.001
2018-05-17,60.1,159.70875,0,853,73,18,297.50433333,2.461,15.435
2018-05-18,55.9,165.52116667,0.01,854,72,34,285.817,3.132,18.567
2018-05-19,60.3,179.865,0,856,73,31,308.87958333,2.908,14.764
2018-05-20,62.2,151.69891667,0,855,60,25,283.58958333,3.132,21.251
2018-05-21,61.3,146.72666667,0,854,67,27,270.46916667,3.132,17.672
2018-05-22,59,91.796583333,0.11,854,83,36,183.93958333,2.461,16.106
2018-05-23,60.4,186.26858333,0.08,855,82,31,316.73733333,3.132,15.882
2018-05-24,65.1,195.98375,0,858,69,19,348.13,2.684,14.764
2018-05-25,67.8,197.8675,0,855,72,19,349.38125,2.684,19.685
2018-05-26,66.6,179.26833333,0,852,56,14,327.543875,2.908,15.211
2018-05-27,59,140.41791667,0.02,855,81,32,248.857,2.013,11.185
2018-05-28,57,105.25108333,0.16,857,91,40,190.54091667,2.237,13.645
2018-05-29,61,174.49695833,0,856,91,39,282.29370833,2.237,13.422
2018-05-30,63.1,172.97483333,0.22,852,91,22,293.95929167,3.132,18.119
2018-05-31,64.4,185.72233333,0.07,850,94,16,292.20804167,2.684,20.356
2018-06-01,56.8,193.0685,0.06,859,86,26,314.59358333,2.461,15.882
2018-06-02,59,203.02833333,0,865,62,18,366.28320833,2.684,17.224
2018-06-03,65.5,202.60458333,0,859,65,15,361.84691667,2.908,17.448
2018-06-04,70.5,200.75666667,0,855,43,12,356.81841667,3.355,19.685
2018-06-05,70.7,194.11166667,0,854,56,12,343.70195833,2.684,21.027
2018-06-06,70.9,194.5525,0,853,61,13,341.79475,2.684,15.659
2018-06-07,72.3,191.57875,0,853,53,13,340.732875,2.908,17.224
2018-06-08,70,193.76541667,0,857,53,15,345.32041667,2.684,18.343
2018-06-09,75,202.21833333,0,851,44,8,354.058375,3.803,21.251
2018-06-10,57,191.76458333,0,856,59,16,351.754,2.908,18.79
2018-06-11,59.2,198.93958333,0,858,56,16,363.19091667,2.908,15.435
2018-06-12,61.7,198.54541667,0,860,63,8,371.70279167,2.237,17.224
2018-06-13,70,206.74791667,0,855,54,13,359.879,2.908,19.909
2018-06-14,73.6,200.0575,0,851,48,15,352.84270833,3.132,18.119
2018-06-15,65.8,192.47958333,0,850,63,21,337.687,2.461,13.869
2018-06-16,65.7,182.78795833,0,849,69,25,317.48095833,2.013,13.198
2018-06-17,70,169.60083333,0.06,849,81,23,278.51341667,3.355,28.856
2018-06-18,61.2,204.93804167,0.04,856,94,20,330.23429167,2.237,13.422
2018-06-19,61.7,166.95916667,0,860,82,30,299.004875,2.013,11.632
2018-06-20,65.1,184.66458333,0,861,66,25,336.927,2.684,16.777
2018-06-21,71.2,201.38566667,0,858,57,10,357.90579167,3.355,18.119
2018-06-22,68.4,201.0225,0,858,60,26,352.77833333,1.79,10.514
2018-06-23,66.7,158.84166667,0,855,56,15,294.20645833,3.132,24.383
2018-06-24,64.4,210.81625,0,859,69,19,365.41704167,2.013,10.961
2018-06-25,69.6,202.18041667,0,858,62,13,362.35941667,2.908,18.567
2018-06-26,73.4,196.78375,0,857,45,12,354.07804167,2.908,17.895
2018-06-27,74.3,192.97,0,856,51,13,349.39191667,2.684,16.106
2018-06-28,76.6,192.53916667,0,851,47,11,336.24695833,3.355,18.79
2018-06-29,66.2,164.70291667,0,856,59,18,297.05320833,1.79,13.869
2018-06-30,64,212.13333333,0,860,59,22,359.02583333,2.461,11.632
2018-07-01,68.2,206.13908333,0,860,54,19,355.95820833,2.684,13.422
2018-07-02,71.6,206.05833333,0,856,48,16,352.03091667,2.908,14.316
2018-07-03,66.7,60.01875,0.02,856,67,26,132.6745,2.237,15.882
2018-07-04,70.2,200.56166667,0,860,62,14,350.70333333,2.237,15.211
2018-07-05,77.9,186.19375,0,864,49,13,324.48904167,2.908,18.567
2018-07-06,81.5,210.11875,0,863,50,10,350.08041667,3.132,20.132
2018-07-07,79,180.32166667,0,861,54,12,311.94054167,2.684,19.014
2018-07-08,79.5,194.57083333,0,860,43,18,320.26466667,3.132,18.119
2018-07-09,82,209.984125,0,861,61,19,330.30145833,2.684,14.764
2018-07-10,81.3,212.43,0,859,51,22,333.45754167,2.461,15.659
2018-07-11,79,205.75541667,0,858,59,16,336.82941667,2.013,11.185
2018-07-12,77.9,198.59525,0,859,56,15,336.54416667,2.461,17.224
2018-07-13,77.5,200.60291667,0,861,55,16,345.00125,2.461,18.119
2018-07-14,75.6,93.566791667,0,861,54,26,187.31933333,2.461,19.238
2018-07-15,77.7,187.1725,0,860,50,15,322.30125,2.684,14.764
2018-07-16,77.9,179.37525,0,860,52,19,294.275125,2.908,17.448
2018-07-17,77,191.23916667,0,861,59,15,327.18808333,2.908,17.448
2018-07-18,76.8,192.78625,0,861,65,12,342.41166667,2.684,20.356
2018-07-19,78.4,193.5575,0,859,40,9,344.43958333,2.684,17.001
2018-07-20,80.1,197.4775,0,858,49,18,331.09625,2.461,13.645
2018-07-21,80.4,154.90541667,0,859,58,21,258.48,2.461,15.659
2018-07-22,77,102.83083333,0,862,56,34,184.62370833,1.79,15.882
2018-07-23,75.4,159.12458333,0,864,65,15,277.39333333,2.684,16.777
2018-07-24,76.6,201.71625,0,862,60,12,315.160375,2.684,17.224
2018-07-25,78.1,128.628875,0,862,57,19,208.43670833,2.684,17.672
2018-07-26,77.2,172.936375,0,861,55,14,302.129,2.684,21.922
2018-07-27,77.9,144.54875,0,859,48,16,267.32420833,2.684,19.909
2018-07-28,77.2,162.59,0,858,45,14,298.47820833,2.684,18.119
2018-07-29,75.9,164.59208333,0,861,43,12,314.18833333,2.237,12.527
2018-07-30,76.6,171.18791667,0,862,42,6,318.161375,3.132,20.58
2018-07-31,77.5,145.8575,0,860,42,11,277.795875,2.684,17.895
2018-08-01,82,156.74625,0,859,42,19,269.92075,2.237,14.54
2018-08-02,77.2,108.46666667,0.08,858,75,25,194.38304167,2.908,21.698
2018-08-03,75.9,157.43375,0,857,57,16,287.84095833,2.684,15.882
2018-08-04,71.8,131.32791667,0,856,48,14,271.53375,2.461,13.869
2018-08-05,72.9,137.97758333,0,857,49,12,273.326125,2.461,17.448
2018-08-06,71.1,163.64416667,0,861,46,12,313.082625,2.684,19.685
2018-08-07,72.9,171.03375,0,860,41,10,320.350125,2.908,19.909
2018-08-08,75.6,167.19291667,0,860,39,10,319.20095833,2.684,17.001
2018-08-09,77.2,152.23583333,0,861,54,9,292.930375,2.684,21.251
2018-08-10,81,152.15416667,0,860,33,12,291.4035,2.908,18.567
2018-08-11,79.9,140.04375,0,858,50,11,274.39,2.684,17.448
2018-08-12,79.2,144.36070833,0,858,43,13,271.550125,2.684,18.119
2018-08-13,77.4,136.86379167,0,858,54,16,245.29458333,2.461,21.251
2018-08-14,76.6,141.01958333,0,857,47,12,274.80225,2.461,14.987
2018-08-15,74.8,150.64291667,0,858,56,15,289.71295833,2.461,17.224
2018-08-16,75.7,143.216875,0,861,56,19,252.66804167,2.237,12.527
2018-08-17,74.8,157.03791667,0,862,51,14,285.86591667,2.908,17.672
2018-08-18,72.1,120.03966667,0,862,53,17,242.49645833,2.461,14.764
2018-08-19,69.8,129.47208333,0,861,49,14,268.86579167,2.684,20.132
2018-08-20,71.4,77.155583333,0,856,53,19,172.39058333,2.684,22.146
2018-08-21,70.9,108.07383333,0,859,62,17,211.35079167,2.013,16.106
2018-08-22,66.9,108.29508333,0.17,859,92,33,201.65575,2.461,28.409
2018-08-23,67.5,104.9025,0,858,74,22,231.06104167,3.132,20.132
2018-08-24,70.9,100.22708333,0,855,56,15,214.70966667,2.908,18.119
2018-08-25,70.7,131.49208333,0,856,51,13,268.66991667,2.461,12.974
2018-08-26,68.9,72.059541667,0,854,40,11,167.03891667,2.237,13.645
2018-08-27,63.3,66.359583333,0.01,855,80,17,130.68375,2.013,13.869
2018-08-28,58.5,143.02291667,0,860,78,14,290.79404167,1.79,12.303
2018-08-29,64.4,139.48166667,0,859,47,18,278.56208333,3.132,21.251
2018-08-30,72.1,139,0,856,47,15,263.19641667,3.132,20.132
2018-08-31,70,136.03541667,0,856,49,16,267.33233333,2.237,14.093
2018-09-01,66.4,130.31958333,0,857,51,15,270.26975,2.461,15.211
2018-09-02,66.6,133.40125,0,858,39,14,274.68008333,2.684,19.461
2018-09-03,68.5,130.51416667,0,857,46,12,270.84458333,2.908,19.461
2018-09-04,68.9,120.79075,0,858,39,11,256.650125,2.908,17.672
2018-09-05,70.9,121.92666667,0,860,44,12,253.77458333,2.908,20.804
2018-09-06,71.8,131.93833333,0,863,40,16,257.40041667,2.908,14.764
2018-09-07,72.3,132.11225,0,862,50,16,255.35541667,2.908,19.909
2018-09-08,72.1,70.952916667,0,857,57,14,161.5725,2.684,19.014
2018-09-09,68.4,115.16875,0,857,47,13,246.45625,2.684,15.435
2018-09-10,69.3,92.585,0,855,44,12,206.60875,2.908,21.475
2018-09-11,68.4,118.285,0,853,39,11,251.26541667,2.684,16.106
2018-09-12,65.1,91.762916667,0,852,53,14,196.62208333,2.461,16.553
2018-09-13,62.2,106.20875,0,855,42,14,228.64541667,2.237,11.856
2018-09-14,64.6,121.55916667,0,856,42,10,254.88470833,2.684,17.895
2018-09-15,72.1,115.68708333,0,854,40,13,230.43333333,3.579,25.948
2018-09-16,67.6,123.205,0,856,49,14,243.73645833,2.237,13.645
2018-09-17,66,119.01458333,0,857,41,15,246.12620833,2.684,18.79
2018-09-18,67.8,118.10166667,0,854,51,11,245.10508333,2.908,17.895
2018-09-19,63.3,110.93791667,0,853,34,10,241.442125,2.461,19.685
2018-09-20,59.9,112.36333333,0,858,39,14,238.80829167,2.684,15.659
2018-09-21,59.5,104.8625,0,862,39,12,234.62229167,3.132,19.461
2018-09-22,66.4,105.63,0,858,42,13,226.76920833,3.132,17.448
2018-09-23,65.7,62.943375,0,855,43,13,152.40529167,2.461,16.553
2018-09-24,55.6,97.358333333,0,858,59,13,221.51354167,2.237,12.974
2018-09-25,52,67.98,0,863,41,14,184.51191667,2.908,17.224
2018-09-26,53.8,80.073333333,0,864,43,15,199.45208333,2.684,14.987
2018-09-27,58.6,86.090416667,0,860,49,15,202.35370833,2.684,12.751
2018-09-28,64.6,85.929541667,0,856,41,13,193.86304167,2.908,13.645
2018-09-29,69.8,69.924708333,0,852,44,17,158.58308333,2.908,17.448
2018-09-30,69.6,42.940833333,0,853,49,14,118.31633333,2.908,22.146
2018-10-01,59.4,56.817166667,0,857,62,24,155.494375,2.908,20.132
2018-10-02,64.8,57.035916667,0.39,854,96,35,114.69341667,2.908,21.698
2018-10-03,62.6,88.226208333,0.18,855,94,28,163.515,1.79,11.856
2018-10-04,53.4,24.977791667,1.07,854,99,61,37.574041667,2.013,13.198
2018-10-05,47.5,90.170291667,0.07,858,96,35,159.57404167,2.013,14.54
2018-10-06,47.1,37.223333333,0,853,83,43,97.612041667,2.908,17.224
2018-10-07,47.8,34.20675,0,852,91,45,97.326041667,1.79,18.343
2018-10-08,46,67.644625,0,853,79,31,171.62970833,2.237,17.448
2018-10-09,44.8,5.1145833333,0.13,851,92,49,50.219083333,3.579,21.698
2018-10-10,42.3,59.812958333,0.51,853,96,47,94.641666667,2.237,17.895
2018-10-11,44.2,30.884375,0,856,84,44,104.415875,2.013,16.106
2018-10-12,44.6,54.707916667,0,860,84,38,159.45545833,2.237,10.066
2018-10-13,43.7,28.503333333,0.02,855,88,36,102.09866667,3.132,17.895
2018-10-14,34.5,55.754958333,0,863,63,26,163.366,2.237,14.54
2018-10-15,36.1,41.54375,0,868,62,29,151.00954167,2.461,15.659
2018-10-16,43.9,44.842083333,0,866,77,26,147.26304167,2.237,11.856
2018-10-17,55.2,39.719541667,0,864,44,23,142.77504167,3.803,23.04
2018-10-18,50.2,48.041083333,0,863,59,33,141.619875,2.684,15.435
2018-10-19,50.2,39.011666667,0,867,73,28,140.43591667,3.132,19.461
2018-10-20,52,39.050291667,0,866,64,23,139.32208333,2.908,16.553
2018-10-21,55.2,44.836375,0,861,65,28,127.5005,2.461,16.777
2018-10-22,55.4,47.640333333,0.03,859,83,33,117.36175,2.908,15.659
2018-10-23,51.1,44.453083333,0.2,859,96,54,61.114458333,2.013,13.422
2018-10-24,51.6,35.290416667,0,859,85,36,127.16641667,3.132,14.764
2018-10-25,48.6,26.765458333,0.02,862,87,45,77.936958333,2.013,13.869
2018-10-26,49.8,40.115,0,863,71,35,126.49079167,2.684,11.408
2018-10-27,54.5,29.690958333,0,861,64,27,110.01870833,2.684,13.645
2018-10-28,57.2,34.937958333,0,859,69,19,116.98308333,2.908,15.659
2018-10-29,51.6,9.6570833333,0,858,69,26,69.927625,2.237,13.869
2018-10-30,39.4,16.844666667,0,861,69,28,115.411875,2.461,13.869
2018-10-31,36.9,11.588625,0,862,68,37,76.524166667,2.461,13.198
2018-11-01,42.3,24.387,0.09,862,96,58,38.391958333,1.342,8.5
2018-11-02,50.9,25.78475,0,860,88,40,66.580541667,2.684,17.448
2018-11-03,42.6,8.34375,0,862,72,40,80.76625,1.342,7.829
2018-11-04,43,-4.560333333,0.09,856,87,48,18.071708333,1.79,12.751
2018-11-05,43.7,25.653041667,0,855,60,38,92.386708333,2.013,12.751
2018-11-06,38.3,12.5495,0.01,859,90,41,45.095125,1.566,15.659
2018-11-07,34.9,37.392583333,0,860,99,35,101.738125,1.79,10.514
2018-11-08,31.8,9.40375,0,866,73,32,102.4175,2.237,13.422
2018-11-09,30.9,7.9521666667,0,867,70,33,100.03570833,2.461,14.987
2018-11-10,36.5,21.540166667,0,857,60,29,85.651791667,1.79,15.211
2018-11-11,30.2,12.39175,0,863,82,26,97.903041667,1.566,9.619
2018-11-12,28.8,5.7288333333,0,872,75,24,95.72525,2.013,10.961
2018-11-13,31.3,6.68875,0,874,58,25,91.155708333,2.908,16.777
2018-11-14,35.2,9.7207083333,0,870,65,25,90.273416667,2.237,14.093
2018-11-15,37.4,6.2349583333,0,865,73,27,86.496333333,2.237,11.632
2018-11-16,39.4,6.4231666667,0,860,73,27,84.578208333,2.684,11.856
2018-11-17,35.4,21.993333333,0.2,860,99,41,50.165916667,1.79,13.422
2018-11-18,28.8,-9.457083333,0,865,70,35,82.912833333,3.355,22.146
2018-11-19,30.2,-6.482916667,0,865,72,33,82.115875,2.908,17.448
2018-11-20,32.7,-6.539583333,0,863,76,24,81.475583333,2.684,16.777
2018-11-21,33.4,0.6134166667,0,861,71,30,83.637208333,1.79,13.198
2018-11-22,39.2,18.157,0.07,855,90,34,29.098833333,2.013,14.764
2018-11-23,37.9,21.310416667,0.15,854,96,55,29.016,2.237,19.909
2018-11-24,36.7,21.019083333,0.18,853,94,44,46.794375,3.579,26.172
2018-11-25,32,-6.280833333,0,864,88,45,77.008333333,2.237,15.882
2018-11-26,28.8,-9.993708333,0,866,71,44,76.525875,3.803,23.488
2018-11-27,33.4,7.8305,0,859,64,45,44.613083333,2.461,12.751
2018-11-28,34.5,-0.565458333,0.25,852,99,44,11.246958333,1.566,8.724
2018-11-29,32.5,3.7125833333,0.23,848,100,94,21.98175,1.566,8.277
2018-11-30,34.7,23.229916667,0.26,846,100,65,39.390083333,1.79,9.171
2018-12-01,30.9,17.866333333,0.03,851,94,51,39.585041667,1.342,9.395
2018-12-02,27.1,8.4879583333,0,852,96,76,28.675583333,1.566,7.382
2018-12-03,25.7,-7.072583333,0,862,97,72,16.839875,1.118,7.158
2018-12-04,15.3,14.578291667,0,866,94,64,46.396,2.237,16.777
2018-12-05,14,-17.371625,0,860,92,75,18.489708333,1.566,9.843
2018-12-06,20.5,-16.3945,0,860,93,72,23.480958333,1.342,6.04
2018-12-07,23,-11.528625,0,863,94,76,20.8365,1.342,6.04
2018-12-08,27.9,-6.301625,0,867,92,71,34.546625,1.342,6.04
2018-12-09,27.7,-20.07895833,0.04,870,94,56,70.693166667,2.237,15.435
2018-12-10,25,-6.00775,0.01,864,90,69,65.060208333,1.79,10.514
2018-12-11,27.9,0.408,0.03,863,92,57,60.671333333,1.566,9.395
2018-12-12,28.2,-6.219916667,0.02,859,94,65,20.226291667,2.013,14.093
2018-12-13,22.6,-26.61975,0,869,81,59,64.956708333,2.461,14.54
2018-12-14,19.2,-17.37995833,0,865,85,61,64.482625,2.461,17.224
2018-12-15,27.7,-15.22625,0,862,87,47,69.462791667,2.013,13.645
2018-12-16,27,-18.95433333,0,863,85,48,67.042083333,2.237,19.014
2018-12-17,30,-3.998583333,0,860,87,51,44.987875,1.566,7.829
2018-12-18,37.8,9.6368333333,0,860,90,54,44.33275,1.79,12.303
2018-12-19,39.2,2.5819166667,0,864,78,48,48.071916667,2.237,14.987
2018-12-20,33.3,-6.96625,0,863,79,58,67.4125,2.684,18.119
2018-12-21,35.8,7.5789166667,0.01,855,97,54,26.96725,2.237,18.343
2018-12-22,26.6,46.8695,0.09,863,95,42,73.369875,1.79,16.106
2018-12-23,25.5,13.217375,0,863,81,44,47.45425,2.684,24.83
2018-12-24,29.3,-7.598416667,0.16,857,97,69,38.4305,1.118,7.382
2018-12-25,32,12.269416667,0.01,851,98,80,39.7535,1.342,9.171
2018-12-26,27.7,7.834875,0,856,94,59,56.096458333,2.013,11.185
2018-12-27,20.7,1.468625,0,854,93,64,49.511166667,2.461,13.869
2018-12-28,19.6,7.2888333333,0.02,860,93,52,71.077583333,2.237,13.422
2018-12-29,16.3,-10.12779167,0,865,94,63,42.405666667,2.237,13.422
2018-12-30,26.1,4.6813333333,0,854,96,63,22.122875,1.566,14.093
2019-01-01,8.4,-19.01840909,0,863,76,50,82.360363636,2.684,19.238
2019-01-02,12.6,-3.228333333,0,866,79,52,71.872291667,2.908,14.987
2019-01-03,15.8,-8.817416667,0,866,82,53,67.956,2.013,17.448
2019-01-04,15.8,-10.488875,0,861,89,58,71.173291667,1.342,6.487
2019-01-05,18,-10.25958333,0,855,91,59,48.731083333,1.342,10.066
2019-01-06,32.2,-17.94345833,0.14,850,98,59,29.055375,1.566,11.408
2019-01-07,32.5,1.16975,0.13,856,97,41,34.148916667,2.237,26.396
2019-01-08,25.3,-1.378708333,0.09,866,83,56,73.180458333,1.342,7.382
2019-01-09,26.8,-4.79125,0.18,862,87,54,77.757,1.566,12.303
2019-01-10,26.8,-1.5045,0.01,861,97,72,30.94,1.342,6.935
2019-01-11,30.6,17.8675,0.13,863,98,72,51.248083333,1.118,6.935
2019-01-12,24.8,1.9733333333,0,863,92,65,51.05175,2.237,10.961
2019-01-13,18.9,0.2908333333,0,864,93,66,74.028916667,1.79,7.606
2019-01-14,13.3,9.2462083333,0,865,92,63,79.223541667,1.566,6.04
2019-01-15,15.6,2.191125,0,859,89,64,39.443875,1.342,8.5
2019-01-16,28.4,-6.262208333,0.14,858,93,74,42.721875,1.342,6.711
2019-01-17,38.1,4.8756666667,0.6,853,97,58,16.837875,2.237,16.553
2019-01-18,33.4,9.6105833333,0.31,861,96,68,26.908833333,1.342,8.5
2019-01-19,30.6,20.424875,0,866,92,70,55.516125,2.013,10.514
2019-01-20,36.5,-3.048375,0,856,92,52,59.25975,1.566,11.856
2019-01-21,32.5,-20.46758333,0.28,848,98,62,20.4875,2.461,20.132
2019-01-22,21.7,-3.011833333,0.03,865,79,51,98.711375,1.566,7.606
2019-01-23,23.4,-12.389375,0,864,85,54,17.775791667,1.79,9.619
2019-01-24,31.3,1.8342083333,0.08,864,87,51,57.272916667,1.342,7.158
2019-01-25,32.7,1.686,0,864,84,52,86.984,1.566,7.606
2019-01-26,28.9,-8.892083333,0,869,88,58,88.099,1.118,7.158
2019-01-27,28.2,-6.7275,0,864,91,56,86.31375,1.566,9.619
2019-01-28,28.9,-6.2305,0,863,90,51,95.063583333,1.79,12.303
2019-01-29,23,-2.577083333,0,861,77,47,105.38529167,2.461,22.593
